"dataset","mechanism","rho","trial","fit","roc_auc","avg_precision","fit_seconds"
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,6,"MPLE",1,1,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.0490000000000066
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,9,"MPLE",1,1,0.0419999999999945
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,10,"MPLE",0.5,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,1,"MPLE",0.375,0.525,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,2,"MPLE",1,1,0.0439999999999969
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,3,"MPLE",1,1,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,4,"MPLE",0.875,0.8875,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,5,"MPLE",0.90625,0.95,0.0409999999999968
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,6,"MPLE",1,1,0.0399999999999991
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,7,"MPLE",1,1,0.0510000000000019
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,8,"MPLE",0.78125,0.854166666666667,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,9,"MPLE",1,1,0.0399999999999991
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,10,"MPLE",0.4375,0.55952380952381,0.0400000000000063
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,1,"MPLE",0.448979591836735,0.603030303030303,0.0489999999999995
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,2,"MPLE",0.530612244897959,0.555988455988456,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,3,"MPLE",0.653061224489796,0.804761904761905,0.0489999999999995
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,4,"MPLE",0.775510204081633,0.868707482993197,0.0479999999999947
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,5,"MPLE",0.489795918367347,0.681013431013431,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,6,"MPLE",0.938775510204082,0.937925170068027,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,7,"MPLE",0.714285714285714,0.685374149659864,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,8,"MPLE",0.877551020408163,0.948051948051948,0.0519999999999996
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,9,"MPLE",0.510204081632653,0.656410256410256,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,10,"MPLE",0.959183673469388,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0459999999999994
"Bali Bombing 2005 (proxy)","MCAR",0.1,2,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,4,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0480000000000018
"Bali Bombing 2005 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.0430000000000064
"Bali Bombing 2005 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.0470000000000041
"Bali Bombing 2005 (proxy)","MCAR",0.1,8,"MPLE",1,1,0.0910000000000011
"Bali Bombing 2005 (proxy)","MCAR",0.1,9,"MPLE",1,1,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.1,10,"MPLE",1,1,0.0529999999999973
"Bali Bombing 2005 (proxy)","MCAR",0.3,1,"MPLE",0.96875,1,0.054000000000002
"Bali Bombing 2005 (proxy)","MCAR",0.3,2,"MPLE",1,1,0.0529999999999973
"Bali Bombing 2005 (proxy)","MCAR",0.3,3,"MPLE",0.375,0.617857142857143,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.3,4,"MPLE",1,1,0.0460000000000065
"Bali Bombing 2005 (proxy)","MCAR",0.3,5,"MPLE",0.8125,0.804166666666667,0.0519999999999996
"Bali Bombing 2005 (proxy)","MCAR",0.3,6,"MPLE",1,1,0.0570000000000022
"Bali Bombing 2005 (proxy)","MCAR",0.3,7,"MPLE",1,1,0.0450000000000017
"Bali Bombing 2005 (proxy)","MCAR",0.3,8,"MPLE",0.625,0.691666666666667,0.0479999999999947
"Bali Bombing 2005 (proxy)","MCAR",0.3,9,"MPLE",0.625,0.816666666666667,0.0510000000000019
"Bali Bombing 2005 (proxy)","MCAR",0.3,10,"MPLE",1,1,0.0459999999999994
"Bali Bombing 2005 (proxy)","MCAR",0.5,1,"MPLE",0.0612244897959184,0.359151959151959,0.0470000000000041
"Bali Bombing 2005 (proxy)","MCAR",0.5,2,"MPLE",0.561224489795918,0.768315018315018,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.5,3,"MPLE",0.591836734693878,0.827380952380952,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,4,"MPLE",0.73469387755102,0.791666666666667,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,5,"MPLE",0.979591836734694,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,6,"MPLE",0.76530612244898,0.89172335600907,0.0490000000000066
"Bali Bombing 2005 (proxy)","MCAR",0.5,7,"MPLE",0.775510204081633,0.839285714285714,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,8,"MPLE",0.76530612244898,0.812337662337662,0.0419999999999945
"Bali Bombing 2005 (proxy)","MCAR",0.5,9,"MPLE",0,0.341294816294816,0.0480000000000018
"Bali Bombing 2005 (proxy)","MCAR",0.5,10,"MPLE",0.857142857142857,0.957142857142857,0.0439999999999969
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,1,"MPLE",0,0.5,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,2,"MPLE",1,1,0.0430000000000064
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,3,"MPLE",0,0.5,0.0479999999999947
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,4,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,5,"MPLE",0,0.5,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,6,"MPLE",1,1,0.046999999999997
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.044000000000004
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,9,"MPLE",0,0.5,0.0449999999999946
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,10,"MPLE",1,1,0.044000000000004
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,1,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,2,"MPLE",0.9375,0.95,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,3,"MPLE",0.875,0.8875,0.0480000000000018
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,4,"MPLE",0.9375,0.95,0.0419999999999945
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,5,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,6,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,7,"MPLE",0.8125,0.804166666666667,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,8,"MPLE",0.75,0.679166666666667,0.0439999999999969
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,9,"MPLE",0.8125,0.8875,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,10,"MPLE",1,1,0.0509999999999948
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,1,"MPLE",0.122448979591837,0.383250083250083,0.0470000000000041
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,2,"MPLE",0.908163265306122,0.937925170068027,0.046999999999997
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,3,"MPLE",0.479591836734694,0.669191919191919,0.0460000000000065
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,4,"MPLE",0.816326530612245,0.876623376623377,0.0470000000000041
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,5,"MPLE",0.714285714285714,0.831972789115646,0.0450000000000017
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,6,"MPLE",0.836734693877551,0.884353741496599,0.0459999999999994
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,7,"MPLE",0.775510204081633,0.760770975056689,0.054000000000002
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,8,"MPLE",0.877551020408163,0.89172335600907,0.0479999999999947
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,9,"MPLE",0.346938775510204,0.611568986568987,0.0459999999999994
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,10,"MPLE",0.826530612244898,0.880612244897959,0.046999999999997
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0480000000000018
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,2,"MPLE",0,0.416666666666667,0.0420000000000016
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,4,"MPLE",0.5,0.583333333333333,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.0500000000000043
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,8,"MPLE",0.5,0.583333333333333,0.046999999999997
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,9,"MPLE",1,1,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,10,"MPLE",0.25,0.5,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,1,"MPLE",0.875,0.873412698412698,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,2,"MPLE",1,1,0.044000000000004
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,3,"MPLE",0.652777777777778,0.719612794612795,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,4,"MPLE",1,1,0.0480000000000018
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,5,"MPLE",0.833333333333333,0.73452380952381,0.0409999999999968
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,6,"MPLE",0.694444444444444,0.621825396825397,0.0390000000000015
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,7,"MPLE",0.833333333333333,0.73452380952381,0.0399999999999991
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,8,"MPLE",0.847222222222222,0.817857142857143,0.0420000000000016
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,9,"MPLE",1,1,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.3,10,"MPLE",0.805555555555556,0.924242424242424,0.0439999999999969
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,1,"MPLE",0.685950413223141,0.685366430954666,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,2,"MPLE",0.586776859504132,0.711277319172056,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,3,"MPLE",0.917355371900826,0.940306915306915,0.0439999999999969
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,4,"MPLE",0.913223140495868,0.944232535141626,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,5,"MPLE",0.859504132231405,0.849398202807294,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,6,"MPLE",0.933884297520661,0.965367965367965,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,7,"MPLE",0.520661157024793,0.562532881791255,0.0449999999999946
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,8,"MPLE",0.776859504132231,0.759783146146782,0.0519999999999996
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,9,"MPLE",0.690082644628099,0.64347331218989,0.0509999999999948
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.5,10,"MPLE",0.351239669421488,0.435219158206774,0.0489999999999995
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,1,"MPLE",0.5,0.583333333333333,0.0500000000000043
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,2,"MPLE",1,1,0.0499999999999972
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,3,"MPLE",0.5,0.75,0.0510000000000019
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,4,"MPLE",1,1,0.0510000000000019
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,5,"MPLE",1,1,0.0579999999999998
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,6,"MPLE",0.5,0.583333333333333,0.0499999999999972
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.0499999999999972
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,9,"MPLE",0.5,0.583333333333333,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.1,10,"MPLE",0.5,0.583333333333333,0.0439999999999969
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,1,"MPLE",1,1,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,2,"MPLE",0.833333333333333,0.73452380952381,0.0530000000000044
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,3,"MPLE",0.833333333333333,0.73452380952381,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,4,"MPLE",0.833333333333333,0.73452380952381,0.0480000000000018
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,5,"MPLE",0.861111111111111,0.817857142857143,0.0519999999999996
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,6,"MPLE",0.722222222222222,0.70515873015873,0.044000000000004
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,7,"MPLE",1,1,0.0480000000000018
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,8,"MPLE",0.833333333333333,0.73452380952381,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,9,"MPLE",0.875,0.873412698412698,0.054000000000002
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.3,10,"MPLE",0.944444444444444,0.976190476190476,0.0470000000000041
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,1,"MPLE",0.859504132231405,0.880438872663753,0.046999999999997
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,2,"MPLE",0.479338842975207,0.501620846473788,0.0519999999999996
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,3,"MPLE",0.760330578512397,0.840798372750244,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,4,"MPLE",0.78099173553719,0.863008233596469,0.0439999999999969
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,5,"MPLE",0.818181818181818,0.860161934025571,0.0459999999999994
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,6,"MPLE",0.541322314049587,0.513582659170894,0.0450000000000017
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,7,"MPLE",0.71900826446281,0.81265387987876,0.044000000000004
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,8,"MPLE",0.516528925619835,0.554237681510409,0.0420000000000016
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,9,"MPLE",0.673553719008264,0.749722781674653,0.0489999999999995
"Hamburg Cell 9/11 2001 (proxy)","MNAR_degree",0.5,10,"MPLE",0.743801652892562,0.730026791390428,0.0420000000000016
"London Gang 2005–2009 (proxy)","MCAR",0.1,1,"MPLE",0.765625,0.764423076923077,0.0450000000000017
"London Gang 2005–2009 (proxy)","MCAR",0.1,2,"MPLE",0.8515625,0.906468531468531,0.0410000000000039
"London Gang 2005–2009 (proxy)","MCAR",0.1,3,"MPLE",0.671875,0.768831168831169,0.0400000000000063
"London Gang 2005–2009 (proxy)","MCAR",0.1,4,"MPLE",0.8046875,0.889583333333333,0.0390000000000015
"London Gang 2005–2009 (proxy)","MCAR",0.1,5,"MPLE",0.6796875,0.829166666666667,0.0400000000000063
"London Gang 2005–2009 (proxy)","MCAR",0.1,6,"MPLE",0.8203125,0.891865079365079,0.046999999999997
"London Gang 2005–2009 (proxy)","MCAR",0.1,7,"MPLE",0.734375,0.737581168831169,0.0449999999999946
"London Gang 2005–2009 (proxy)","MCAR",0.1,8,"MPLE",0.21875,0.473980186480186,0.0459999999999994
"London Gang 2005–2009 (proxy)","MCAR",0.1,9,"MPLE",0.84375,0.908184523809524,0.0510000000000019
"London Gang 2005–2009 (proxy)","MCAR",0.1,10,"MPLE",0.90625,0.930555555555556,0.0459999999999994
"London Gang 2005–2009 (proxy)","MCAR",0.3,1,"MPLE",0.6896,0.760814349901694,0.044000000000004
"London Gang 2005–2009 (proxy)","MCAR",0.3,2,"MPLE",0.6656,0.728988813585916,0.0429999999999993
"London Gang 2005–2009 (proxy)","MCAR",0.3,3,"MPLE",0.7424,0.78130782303036,0.0429999999999993
"London Gang 2005–2009 (proxy)","MCAR",0.3,4,"MPLE",0.7896,0.865066898494124,0.0379999999999967
"London Gang 2005–2009 (proxy)","MCAR",0.3,5,"MPLE",0.7552,0.846463427015029,0.0410000000000039
"London Gang 2005–2009 (proxy)","MCAR",0.3,6,"MPLE",0.7256,0.743270454600889,0.046999999999997
"London Gang 2005–2009 (proxy)","MCAR",0.3,7,"MPLE",0.7256,0.80241805091927,0.0420000000000016
"London Gang 2005–2009 (proxy)","MCAR",0.3,8,"MPLE",0.6616,0.713122634874645,0.0399999999999991
"London Gang 2005–2009 (proxy)","MCAR",0.3,9,"MPLE",0.728,0.828488523187753,0.0480000000000018
"London Gang 2005–2009 (proxy)","MCAR",0.3,10,"MPLE",0.7736,0.806477004753439,0.044000000000004
"London Gang 2005–2009 (proxy)","MCAR",0.5,1,"MPLE",0.615929705215419,0.697832805724215,0.0420000000000016
"London Gang 2005–2009 (proxy)","MCAR",0.5,2,"MPLE",0.689625850340136,0.739019300690875,0.0470000000000041
"London Gang 2005–2009 (proxy)","MCAR",0.5,3,"MPLE",0.700680272108844,0.76237900404347,0.044000000000004
"London Gang 2005–2009 (proxy)","MCAR",0.5,4,"MPLE",0.69359410430839,0.705986439301448,0.0449999999999946
"London Gang 2005–2009 (proxy)","MCAR",0.5,5,"MPLE",0.671201814058957,0.765321492491199,0.0459999999999994
"London Gang 2005–2009 (proxy)","MCAR",0.5,6,"MPLE",0.648809523809524,0.725888506842224,0.0450000000000017
"London Gang 2005–2009 (proxy)","MCAR",0.5,7,"MPLE",0.549886621315193,0.704188128055865,0.0449999999999946
"London Gang 2005–2009 (proxy)","MCAR",0.5,8,"MPLE",0.633786848072562,0.670517683169775,0.044000000000004
"London Gang 2005–2009 (proxy)","MCAR",0.5,9,"MPLE",0.66156462585034,0.730964633590889,0.0499999999999972
"London Gang 2005–2009 (proxy)","MCAR",0.5,10,"MPLE",0.566893424036281,0.6800091803521,0.044000000000004
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,1,"MPLE",0.703125,0.684867216117216,0.0470000000000041
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,2,"MPLE",0.6796875,0.820833333333333,0.0499999999999972
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,3,"MPLE",0.9140625,0.906795634920635,0.0459999999999994
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,4,"MPLE",0.8984375,0.928409090909091,0.046999999999997
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,5,"MPLE",0.9453125,0.965909090909091,0.0429999999999993
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,6,"MPLE",0.8984375,0.958333333333333,0.0499999999999972
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,7,"MPLE",0.796875,0.789434523809524,0.0570000000000022
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.046999999999997
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,9,"MPLE",0.984375,0.986111111111111,0.0560000000000045
"London Gang 2005–2009 (proxy)","MNAR_degree",0.1,10,"MPLE",0.640625,0.782291666666667,0.0480000000000018
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,1,"MPLE",0.7376,0.766036689724588,0.0489999999999995
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,2,"MPLE",0.708,0.752513407903165,0.0549999999999997
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,3,"MPLE",0.8248,0.86368169433434,0.0479999999999947
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,4,"MPLE",0.6992,0.703076031691296,0.0480000000000018
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,5,"MPLE",0.7184,0.791927309658692,0.0529999999999973
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,6,"MPLE",0.828,0.849805506761275,0.0459999999999994
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,7,"MPLE",0.6792,0.769041426262418,0.0439999999999969
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,8,"MPLE",0.6072,0.65973815998822,0.0429999999999993
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,9,"MPLE",0.6448,0.732614201424428,0.0519999999999996
"London Gang 2005–2009 (proxy)","MNAR_degree",0.3,10,"MPLE",0.6704,0.755210155814447,0.0449999999999946
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,1,"MPLE",0.602607709750567,0.709575287109892,0.0439999999999969
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,2,"MPLE",0.594387755102041,0.690013987512546,0.0529999999999973
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,3,"MPLE",0.617630385487528,0.601295192963074,0.0450000000000017
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,4,"MPLE",0.607142857142857,0.683816240124347,0.0439999999999969
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,5,"MPLE",0.694444444444444,0.788210227916124,0.0390000000000015
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,6,"MPLE",0.524943310657596,0.649534270268541,0.0429999999999993
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,7,"MPLE",0.654478458049887,0.738956285778628,0.0459999999999994
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,8,"MPLE",0.591553287981859,0.70208957919509,0.0579999999999998
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,9,"MPLE",0.65702947845805,0.716193449434056,0.046999999999997
"London Gang 2005–2009 (proxy)","MNAR_degree",0.5,10,"MPLE",0.674603174603175,0.760241732365863,0.0459999999999994
